NAME, MODEL1, MODEL2, MODEL3, MODEL4
Freya Image,28939,0,0,0
Freya's Horn Credit,11686,0,0,0
Freya's Presence,16480,21072,0,0
Freya's Ward,1126,11686,0,0
Freya's Ward Targetting Reticle,169,11686,0,0
Frezza,8848,0,0,0
Friar Tuskus,21688,0,0,0
Friendly Dalaran Gladiator,27605,27606,27607,27608
Friendly Dalaran Wizard,27601,27602,27603,27604
Frightened Chicken,304,0,0,0
Frightened Citizen,30214,30215,30217,30218
Frightened Citizen,30217,30218,30215,30216
Frightened Ghoul,25526,24998,24997,0
Frightened Miner,29924,29926,0,0
Frightened Miner,29924,29925,29926,29927
Frightened Miner,29924,29925,29926,29927
Frightened Miner,15183,15185,0,0
Frightened Peon,10038,11859,11860,0
Frightened Provincial Minuteman,34195,34196,34197,34198
Frightwing,8411,0,0,0
Frigid Abomination,12818,0,0,0
Frigid Abomination Attacker,12818,0,0,0
Frigid Bones,7550,0,0,0
Frigid Frostling,31722,0,0,0
Frigid Geist,24590,0,0,0
Frigid Geist Attacker,24590,0,0,0
Frigid Ghoul,24993,0,0,0
Frigid Ghoul Attacker,24993,0,0,0
Frigid Lieutenant,6674,0,0,0
Frigid Necromancer,24692,24694,0,0
Frigid Necromancer Attacker,24692,24694,0,0
Frigid Proto-Drake,26740,0,0,0
Frigid Zombie,4449,0,0,0
Fringe Engineer Tezzla,28029,0,0,0
Fritz Roughtorque,36007,0,0,0
Frixee Brasstumbler,22439,0,0,0
Frixee Brasstumbler,22439,0,0,0
Friz Groundspin,30456,0,0,0
Friz Groundspin,30456,0,0,0
Friz's Gyrocopter,25587,0,0,0
Frizzer,28282,0,0,0
Frizzo Villamar,37437,0,0,0
Frog,6297,1924,6295,901
Frog Transform,5379,14932,22468,22469
Froggle,29740,0,0,0
Fronkle the Disturbed,34030,0,0,0
Frontier Fortress Viewing Platform,31122,0,0,0
Frost Blade,11686,0,0,0
Frost Blossom,30160,0,0,0
Frost Bomb,11686,0,0,0
Frost Bomb,169,15880,0,0
Frost Bomb (1),11686,0,0,0
Frost Cage Reaver,8055,0,0,0
Frost Cage Skeleton,8055,0,0,0
Frost Cannon,35902,0,0,0
Frost Drake,27066,0,0,0
Frost Dwarf Ghost KC,16480,19595,0,0
Frost Freeze Trap,169,11686,0,0
Frost Freeze Trap,169,11686,0,0
Frost Giant Floating Spirit,26680,0,0,0
Frost Giant Ghost KC,16480,19595,0,0
Frost Giant Stormherald,24531,0,0,0
Frost Grasp Stalker,39548,0,0,0
Frost Infusion Quest Credit,16480,21342,0,0
Frost Leopard,26165,0,0,0
Frost Lotus,35748,0,0,0
Frost Nymph,22120,0,0,0
Frost Ram,2787,0,0,0
Frost Ram,2787,0,0,0
Frost Resistance Totem,4589,0,0,0
Frost Spectre,146,0,0,0
Frost Sphere,1126,25144,0,0
Frost Sphere (1),1126,25144,0,0
Frost Sphere (2),1126,25144,0,0
Frost Sphere (3),1126,25144,0,0
Frost Tomb,25865,0,0,0
Frost Tomb (1),25865,0,0,0
Frost Vrykul (Type A),25802,0,0,0
Frost Vrykul (Type B),25837,0,0,0
Frost Vrykul (Type C),25838,0,0,0
Frost Warder,27392,0,0,0
Frost Warder (1),27392,0,0,0
Frost Wyrm,16919,0,0,0
Frost Wyrm Mount,25511,0,0,0
Frost Wyrm Raptor,26324,0,0,0
Frostbite,9954,0,0,0
Frostbite,26619,0,0,0
Frostbite Invisible Stalker,1126,11686,0,0
Frostbitten Corpse,10975,0,0,0
Frostblade,1126,16946,0,0
Frostblade,1126,16946,0,0
Frostborn Axemaster,26454,26455,26456,26457
Frostborn Axemaster,26454,26455,26456,26457
Frostborn Axemaster,26454,26455,26456,26457
Frostborn Axemaster,26454,26455,26456,26457
Frostborn Axemaster,26454,26455,26456,26457
Frostborn Floating Spirit,26783,0,0,0
Frostborn Floating Spirit,26784,0,0,0
Frostborn Iceshaper,26460,26461,0,0
Frostborn Scout,26567,26568,0,0
Frostborn Stormrider,26458,26459,0,0
Frostborn Stormrider,26458,26459,0,0
Frostbringer,26941,0,0,0
Frostbringer (1),26941,0,0,0
Frostbrood Destroyer,24497,0,0,0
Frostbrood Destroyer,27067,0,0,0
Frostbrood Destroyer,27162,0,0,0
Frostbrood Destroyer,27162,0,0,0
Frostbrood Guardian,4449,0,0,0
Frostbrood Matriarch,27982,0,0,0
Frostbrood Sentry,27064,0,0,0
Frostbrood Sentry,27064,0,0,0
Frostbrood Skytalon,27065,0,0,0
Frostbrood Skytalon,27654,0,0,0
Frostbrood Slayer,27480,0,0,0
Frostbrood Spawn,27710,0,0,0
Frostbrood Vanquisher,24193,0,0,0
Frostbrood Whelp,25750,0,0,0
Frostfang,802,0,0,0
Frostfeather Screecher,26554,26553,0,0
Frostfeather Witch,26552,0,0,0
Frostfin,18412,0,0,0
Frostfire Orb,34404,0,0,0
Frostfloe Deep Stalker,1126,11686,0,0
Frostfloe Rift,27041,0,0,0
Frostgore,22174,0,0,0
Frosthorn Kid,22674,0,0,0
Frosthorn Ram,22673,0,0,0
Frosthound,1166,0,0,0
Frosthowl Screecher,16053,0,0,0
Frostilicus,37415,0,0,0
Frostleaf Treant,27469,0,0,0
Frostmane Blade,27500,27501,0,0
Frostmane Builder,32365,32362,32364,0
Frostmane Builder Credit,32365,32362,32364,0
Frostmane Headhunter,27464,27489,0,0
Frostmane Hideskinner,27490,27491,0,0
Frostmane Hold Target,20570,11686,0,0
Frostmane Magic Sphere,20570,22769,0,0
Frostmane Novice,27492,27493,0,0
Frostmane Raider,32331,32332,32333,0
Frostmane Raider,32331,32332,32333,0
Frostmane Retreat North,17188,0,0,0
Frostmane Retreat South,17188,0,0,0
Frostmane Scavenger,32333,32332,32331,0
Frostmane Scout,32337,32336,32334,0
Frostmane Seer,27494,27495,0,0
Frostmane Seer,27494,27495,0,0
Frostmane Shadowcaster,27496,27497,0,0
Frostmane Snowstrider,27498,27499,0,0
Frostmane Snowstrider,27498,27499,0,0
Frostmane Troll,27500,27501,0,0
Frostmane Troll Whelp,27502,27503,0,0
Frostmane Warrior,32370,32369,32366,0
Frostmaul Giant,6209,0,0,0
Frostmaul Preserver,12815,0,0,0
Frostmaul Tumbler,9490,0,0,0
Frostmaw,10579,0,0,0
Frostmourne Cavern Quest Credit,24045,0,0,0
Frostmourne Soul Transform Visual,1126,31515,0,0
Frostmourne Trigger,11686,0,0,0
Frostmourne Weapon Holder,2027,24900,21342,0
Frostpaw Shaman,23774,0,0,0
Frostpaw Trapper,23774,0,0,0
Frostpaw Warrior,23774,0,0,0
Frostrock Gargoyle (UNUSED),14710,0,0,0
Frostsaber,9953,0,0,0
Frostsaber Companion,9956,0,0,0
Frostsaber Cub,37712,37949,37950,0
Frostsaber Huntress,11444,0,0,0
Frostsaber Pride Watcher,9954,0,0,0
Frostsaber Stalker,38005,0,0,0
Frostsabre Vehicle,9695,0,0,0
Frostshard Rumbler,23349,0,0,0
Frostskull Magus,27538,0,0,0
Frostsworn Battle-Mage,25796,0,0,0
Frostsworn Berserker,25771,0,0,0
Frostsworn General,30300,0,0,0
Frostsworn General (1),30300,0,0,0
Frostsworn Lieutenant,30285,0,0,0
Frostsworn Marksman,25797,0,0,0
Frostwarden Handler,26623,0,0,0
Frostwarden Handler (1),26623,0,0,0
Frostwarden Sorceress,27548,0,0,0
Frostwarden Sorceress (1),27548,0,0,0
Frostwarden Warrior,26623,0,0,0
Frostwarden Warrior (1),26623,0,0,0
Frostwave Lieutenant,5564,0,0,0
Frostwhisper Gorge Digsite,328,0,0,0
Frostwing Chimaera,10808,0,0,0
Frostwing Whelp,30640,0,0,0
Frostwing Whelp (1),30640,0,0,0
Frostwolf,10278,0,0,0
Frostwolf (1),10278,0,0,0
Frostwolf (2),10278,0,0,0
Frostwolf (3),10278,0,0,0
Frostwolf Ambassador Rokhstrom,13843,0,0,0
Frostwolf Battle Standard,14782,0,0,0
Frostwolf Battleguard,14320,14321,14323,14325
Frostwolf Battleguard (1),14320,14321,14323,14325
Frostwolf Battleguard (2),14320,14321,14323,14325
Frostwolf Battleguard (3),14320,14321,14323,14325
Frostwolf Bloodhound,782,0,0,0
Frostwolf Bloodhound (1),782,0,0,0
Frostwolf Bloodhound (2),782,0,0,0
Frostwolf Bloodhound (3),782,0,0,0
Frostwolf Bowman,13398,13399,13400,13401
Frostwolf Bowman (1),13398,13399,13400,13401
Frostwolf Bowman (2),13398,13399,13400,13401
Frostwolf Bowman (3),13398,13399,13400,13401
Frostwolf Clan Soldier,16659,16670,16671,16672
Frostwolf Envoy,15243,15244,15245,15246
Frostwolf Envoy (1),15243,15244,15245,15246
Frostwolf Envoy (2),15243,15244,15245,15246
Frostwolf Envoy (3),15243,15244,15245,15246
Frostwolf Explosives Expert,13793,0,0,0
Frostwolf Explosives Expert (1),13793,0,0,0
Frostwolf Explosives Expert (2),13793,0,0,0
Frostwolf Explosives Expert (3),13793,0,0,0
Frostwolf Guardian,12165,12166,12167,12170
Frostwolf Guardian (1),12165,12166,12167,12170
Frostwolf Guardian (2),12165,12166,12167,12170
Frostwolf Guardian (3),12165,12166,12167,12170
Frostwolf Herald,12080,0,0,0
Frostwolf Herald (1),12080,0,0,0
Frostwolf Herald (2),12080,0,0,0
Frostwolf Herald (3),12080,0,0,0
Frostwolf Howler,14776,0,0,0
Frostwolf Legionnaire,12949,12950,12951,12952
Frostwolf Legionnaire (1),12949,12950,12951,12952
Frostwolf Legionnaire (2),12949,12950,12951,12952
Frostwolf Legionnaire (3),12949,12950,12951,12952
Frostwolf Mine Layer,13394,0,0,0
Frostwolf Mine Layer (1),13394,0,0,0
Frostwolf Mine Layer (2),13394,0,0,0
Frostwolf Mine Layer (3),13394,0,0,0
Frostwolf Outrunner,13817,13818,13819,13820
Frostwolf Outrunner (1),13817,13818,13819,13820
Frostwolf Outrunner (2),13817,13818,13819,13820
Frostwolf Outrunner (3),13817,13818,13819,13820
Frostwolf Quartermaster,13385,0,0,0
Frostwolf Quartermaster (1),13385,0,0,0
Frostwolf Quartermaster (2),13385,0,0,0
Frostwolf Quartermaster (3),13385,0,0,0
Frostwolf Reaver,13809,13810,13811,13812
Frostwolf Reaver (1),13809,13810,13811,13812
Frostwolf Reaver (2),13809,13810,13811,13812
Frostwolf Reaver (3),13809,13810,13811,13812
Frostwolf Reclaimer,12165,12166,12167,12170
Frostwolf Reclaimer (1),12165,12166,12167,12170
Frostwolf Reclaimer (2),12165,12166,12167,12170
Frostwolf Reclaimer (3),12165,12166,12167,12170
Frostwolf Shaman,13410,0,0,0
Frostwolf Shaman (1),13410,0,0,0
Frostwolf Shaman (2),13410,0,0,0
Frostwolf Shaman (3),13410,0,0,0
Frostwolf Shredder Unit,13310,0,0,0
Frostwolf Shredder Unit (1),13310,0,0,0
Frostwolf Shredder Unit (2),13310,0,0,0
Frostwolf Shredder Unit (3),13310,0,0,0
Frostwolf Stable Master,13670,0,0,0
Frostwolf Stable Master (1),13670,0,0,0
Frostwolf Stable Master (2),13670,0,0,0
Frostwolf Stable Master (3),13670,0,0,0
Frostwolf Warrior,12081,12082,12083,12084
Frostwolf Warrior (1),12081,12082,12083,12084
Frostwolf Warrior (2),12081,12082,12083,12084
Frostwolf Warrior (3),12081,12082,12083,12084
Frostwolf Wolf Rider,13411,13412,13414,13413
Frostwolf Wolf Rider (1),13411,13412,13414,13413
Frostwolf Wolf Rider (2),13411,13412,13414,13413
Frostwolf Wolf Rider (3),13411,13412,13414,13413
Frostwolf Wolf Rider Commander,13415,0,0,0
Frostwolf Wolf Rider Commander (1),13415,0,0,0
Frostwolf Wolf Rider Commander (2),13415,0,0,0
Frostwolf Wolf Rider Commander (3),13415,0,0,0
Frostworg,26331,0,0,0
Frostworg,26331,0,0,0
Frostworg Carcass,26331,0,0,0
Frostworg Denmother,30652,0,0,0
Frostwyrm (Dragonblight),17255,0,0,0
Frostwyrm Rider,30019,30020,30021,30022
Frosty,28456,0,0,0
Frosty Bones,8055,0,0,0
Frosty Flying Carpet,28063,0,0,0
Frozen Binding Crystal,40058,40058,0,0
Frozen Binding Crystal (1),40058,40058,0,0
Frozen Binding Crystal (2),40058,40058,0,0
Frozen Binding Crystal (3),40058,40058,0,0
Frozen Core,23447,0,0,0
Frozen Core (1),23447,0,0,0
Frozen Earth,23348,22249,0,0
Frozen Elemental,22249,23349,23348,0
Frozen Insect,7511,2177,9829,0
Frozen Insect,9829,0,9829,0
Frozen Mountaineer,1786,1782,1796,1801
Frozen Naga Vehicle,16480,21342,0,0
Frozen Orb,31096,0,0,0
Frozen Orb,25347,0,0,0
Frozen Orb,25347,0,0,0
Frozen Orb,31096,0,0,0
Frozen Orb (1),31096,0,0,0
Frozen Orb (1),31096,0,0,0
Frozen Orb Spawner,1126,0,0,0
Frozen Servitor,36212,0,0,0
Frozen Servitor,36212,0,0,0
Frozen Servitor Spawn Points,1126,11686,0,0
Frozen Servitor Spawn Stalker,11686,11686,0,0
Frozen Servitor Spawn Stalker 2,11686,11686,0,0
Frozen Servitor Spawn Stalker 3,11686,11686,0,0
Frozen Servitor Spawn Stalker Entrance,11686,11686,0,0
Frozen Shade,14703,0,0,0
Frozen Shade, Climax,14703,0,0,0
Frozen Shard,22206,0,0,0
Frozen Soul,146,0,0,0
Frozen Sphere,28355,0,0,0
Frozo the Renowned,31713,0,0,0
Fruit Tosser,4449,25455,0,0
Fudgerick,22404,0,0,0
Fuel Tank (Player),23767,0,0,0
Fulgorge,17445,0,0,0
Fumblub Gearwind,24103,24108,24114,24119
Funaam,17437,0,0,0
Funafuti,5585,5555,5556,5586
Funeral Boat,28519,0,0,0
Fungal Beast,16272,0,0,0
Fungal Behemoth,17450,0,0,0
Fungal Giant,18227,0,0,0
Fungal Growth I,13069,0,0,0
Fungal Growth II,13069,0,0,0
Fungal Horror,33390,0,0,0
Fungal Monstrosity,18823,18028,0,0
Fungal Moth,36944,36952,36953,36955
Fungal Ooze,682,0,0,0
Fungal Terror,33591,19687,18028,0
Fungalmancer Glop,33328,0,0,0
Furan,19056,0,0,0
Furbolg,145,0,0,0
Furen Longbeard,4997,0,0,0
Furgu,18348,0,0,0
Furgus Warpwood,17310,0,0,0
Furien,29737,0,0,0
Furien's Dragonhawk,28417,0,0,0
Furien's Dragonhawk,28417,0,0,0
Furien's Mount,28417,0,0,0
Furien's Research Assistant,37427,37428,37429,0
Furious Air Elemental,8714,0,0,0
Furious Charge Stalker,21955,11686,0,0
Furious Earth Elemental,171,0,0,0
Furious Earthguard,171,0,0,0
Furious Fire Elemental,1070,0,0,0
Furious Gladiator's Frost Wyrm,25593,0,0,0
Furious Hyjal Blossom,11686,0,0,0
Furious Hyjal Warden,31212,31213,0,0
Furious Hyjal Warden,31212,31213,0,0
Furious Mr. Pinchy,17105,0,0,0
Furious Nether-wraith,17288,0,0,0
Furious Specter,16256,0,0,0
Furious Stone Spirit,2075,0,0,0
Furious Thresher Shark,32188,32678,32187,0
Furious Water Elemental,5561,0,0,0
Furious Wind Rider,29313,0,0,0
Furis,2346,0,0,0
Furis (1),2346,0,0,0
Furis (2),2346,0,0,0
Furis (3),2346,0,0,0
Furl Scornbrow,1275,0,0,0
Furlbrow Murder Info 001,221,3640,344,11873
Furlbrow Murder Info 002,221,3640,344,11873
Furlbrow Murder Info 003,221,3640,344,11873
Furlbrow Murder Info 004,221,3640,344,11873
Furmund,8669,0,0,0
Furnace Assault Credit,16480,21342,0,0
Furnace Guard,21307,0,0,0
Furnan Skysoar,5771,0,0,0
Fury,30695,0,0,0
Fury,25445,0,0,0
Fury of the Sands,169,11686,0,0
Fury Shelda,2296,0,0,0
Furywing,12869,0,0,0
Fusée d'amour cosmétique,30989,0,0,0
Fuselight Bruiser,11375,11376,11377,0
Fuselight Bruiser,11375,11376,11377,0
Fuselight Engineer,36008,36009,36010,36011
Fusion Core,35415,0,0,0
Fusion Core,35246,0,0,0
Fusion Core,35246,0,0,0
Future You,25313,0,1632,0
Fuzruckle,7058,0,0,0
Fuzz,5585,0,0,0
Fuzzy Wuzzy Butterfly,38512,0,0,0
Fuzzy Wuzzy Deer,654,36620,0,0
Fyldan,2254,0,0,0
Fyldren Moonfeather,7249,0,0,0
Fylerian Nightwing,2255,0,0,0
Fylla Ingadottir,27113,0,0,0
Fyr Mistrunner,2109,0,0,0
Fyra Dawnstar,19119,0,0,0
Fyrenna,2230,0,0,0
G'eras,17870,0,0,0
G'eras Test Vendor List,17870,0,0,0
G'eras Vindicator,19130,19131,19132,0
Gaahl,32110,0,0,0
Gabrielle Chase,1442,0,0,0
Gadgetzan Air Strike Caller,11375,11376,11377,0
Gadgetzan Bruiser,11375,11376,11377,0
Gadgetzan Sniper,11375,11376,11377,0
Gaelden Hammersmith,13476,0,0,0
Gaelden Hammersmith (1),13476,0,0,0
Gaelden Hammersmith (2),13476,0,0,0
Gaelden Hammersmith (3),13476,0,0,0
Gaeriyan,8717,0,0,0
Gaerolas Talvethren,1854,0,0,0
Gaffer Coilspring,34994,0,0,0
Gagsprocket,7096,0,0,0
Gahju,28690,0,0,0
Gahk,21405,0,0,0
Gahroot,3843,0,0,0
Gahruj,17685,0,0,0
Gahz'ranka,15288,0,0,0
Gahz'ranka Dead,15288,0,0,0
Gahz'ranka Herald,11686,0,0,0
Gahz'ranka Herald (1),11686,0,0,0
Gahz'ranka Herald (2),11686,0,0,0
Gahz'ranka Herald (3),11686,0,0,0
Gahz'rilla,7271,0,0,0
Gahz'rilla Ice,25865,0,0,0
Gahz'rilla Spawn,32276,0,0,0
Gail Nozzywig,31446,0,0,0
Gaivan Shadewalker,10858,0,0,0
Gakin the Darkbinder,4867,0,0,0
Gal'darah,27061,0,0,0
Gal'darah (1),27061,0,0,0
Gal'darah Image,27638,0,0,0
Gal'darah Rhino,26278,0,0,0
Gal'dorak,1062,0,0,0
Galaen,17024,0,0,0
Galaen's Corpse,17046,0,0,0
Galak Centaur,9410,0,0,0
Galak Mauler,9417,0,0,0
Galak Mauler,9417,0,0,0
Galak Outrunner,9409,0,0,0
Galak Packhound,2726,0,0,0
Galak Stormer,9416,0,0,0
Galak Stormer,9416,0,0,0
Galak Wrangler,9414,0,0,0
Galak Wrangler,9414,0,0,0
Galakrond Spell Dummy,169,11686,0,0
Galamav the Marksman,8334,0,0,0
Galamav the Marksman,8334,0,0,0
Galana,16752,0,0,0
Galathia Brightdawn,28772,0,0,0
Galathryn,22402,0,0,0
Galda Bronzeblade,36622,0,0,0
Galen Goodward,4553,0,0,0
Galen Trollbane,32643,0,0,0
Galendror Whitewing,26911,0,0,0
Galenges,13031,0,0,0
Galerek's Remorse Deckhand,27322,7192,21956,27325
Galgann Firehammer,6059,0,0,0
Galgar,9151,0,0,0
Galgrom,19319,0,0,0
Galissa Sundew,39029,0,0,0
Galkara the Assassin,28208,0,0,0
Galleo,5556,0,0,0
Galley Chief Alunwea,22826,0,0,0
Galley Chief Dolinger,26999,0,0,0
Galley Chief Gathers,22818,0,0,0
Galley Chief Grace,22660,0,0,0
Galley Chief Halumvorea,22868,0,0,0
Galley Chief Mariss,22867,0,0,0
Galley Chief Paul Kubit,26110,0,0,0
Galley Chief Steelbelly,22892,0,0,0
Gally Lumpstain,36446,0,0,0
Galra,37725,0,0,0
Galrond of the Claw,29414,0,0,0
Galthogran the Callous,1348,0,0,0
Galthuk,4612,0,0,0
Galvan the Ancient,6846,0,0,0
Galvanoth,18526,0,0,0
Gambarinka,17418,0,0,0
Gamel the Cruel,23553,0,0,0
Gamella Cracklefizz,34646,0,0,0
Gamili Frosthide,3420,0,0,0
Gamlen,23005,0,0,0
Gammerita,5127,0,0,0
Gammoth Tender,27174,27185,0,0
Gammothra the Tormentor,24849,0,0,0
Gamon,5205,0,0,0
Gamon,5205,0,0,0
Gan'arg Analyzer,18288,0,0,0
Gan'arg Analyzer (1),18288,0,0,0
Gan'arg Engineer,19189,0,0,0
Gan'arg Mekgineer,19190,0,0,0
Gan'arg Minion Transform,20538,0,0,0
Gan'arg Peon,18817,18818,18819,0
Gan'arg Sapper,17457,0,0,0
Gan'arg Servant,18288,0,0,0
Gan'arg Technician,18817,20673,18288,0
Gan'arg Technomancer,19961,0,0,0
Gan'arg Tinkerer,18288,0,0,0
Gan'arg Underling,16480,19595,0,0
Gan'arg Warp-Tinker,19189,0,0,0
Gan'dranda,36874,0,0,0
Gan'jo,24451,0,0,0
Gan'rul Bloodeye,4492,0,0,0
Gan'zulah,4582,0,0,0
Ganaar,17344,0,0,0
Gangled Cannibal,137,0,0,0
Gangled Flesheater,1065,0,0,0
Gangled Golem,10613,0,0,0
Gangregarde du portail,14255,0,0,0
Gangrenus,4631,0,0,0
Gankly Rottenfist,17662,0,0,0
Gann Stonespire,3844,0,0,0
Ganoosh,11694,0,0,0
Gant,10743,0,0,0
Gapp Jinglepocket,15096,0,0,0
Gappy Silvertooth,29620,0,0,0
Gappy Silvertooth,29620,0,0,0
Gar'dul Threatened Quest Credit,30788,0,0,0
Gar'dul Top of Tower Quest Credit,30788,0,0,0
Gar'gol,25192,0,0,0
Gar'mak,9509,0,0,0
Gar'Thok,3736,0,0,0
Gara Skullcrush,28059,0,0,0
Garadar Credit Marker,11686,0,0,0
Garadar Defender,17971,18506,18507,18508
Garadar Defender,17971,18506,18507,18508
Garadar Event Controller (Farseer),17612,0,0,0
Garadar Guard Captain,18576,18506,18507,18508
Garadar Riding Wolf,18509,0,0,0
Garadar Wolf Rider,17971,18506,18507,18508
Garaxxas,2007,0,0,0
Garaxxas (1),2007,0,0,0
Garden Gas,169,11686,0,0
Gardien cendré,37993,0,0,0
Gardin des Portes,32487,0,0,0
Gardin des Portes,32487,0,0,0
Gardin des Portes,32487,0,0,0
Gardin des Portes,32487,0,0,0
Gardin des Portes,32487,0,0,0
Gardok Ripjaw,18444,0,0,0
Garek,21015,0,0,0
Garel Redrock,15986,0,0,0
Garg,21719,0,0,0
Gargal,8352,0,0,0
Gargal,8352,0,0,0
Gargantapid,20979,0,0,0
Gargantua,39165,0,0,0
Gargantuan Abyssal,20282,0,0,0
Gargantuan Abyssal (1),20282,0,0,0
Gargantuan Ooze,9595,0,0,0
Garginox,24301,0,0,0
Gargle,15398,0,0,0
Gargok,19247,0,0,0
Gargoral the Water Lord,26692,0,0,0
Gargoth,1122,0,0,0
Gargoyle,17311,0,0,0
Gargoyle Ambusher,25753,0,0,0
Gargoyle Ambusher,25753,0,0,0
Gargoyle Spit,12349,0,0,0
Gargoyle Waypoint,16480,19595,0,0
Garhal,26786,0,0,0
Garl Grimgrizzle,28184,0,0,0
Garl Stormclaw,31054,0,0,0
Garley Lightrider,33534,0,0,0
Garm Bonehew,37000,0,0,0
Garm Invader,24857,0,0,0
Garm Raider,24857,0,0,0
Garm Raider,24857,0,0,0
Garm Watcher,24842,0,0,0
Garm Watcher,24842,0,0,0
Garm Wolfbrother,20623,0,0,0
Garmin Herzog,25079,0,0,0
Garn Cloudsong,37562,0,0,0
Garn Mathers,21689,0,0,0
Garn the Toxic,1062,0,0,0
Garneg Charskull,4913,0,0,0
Garnoth, Fist of the Legion,19715,0,0,0
Garokk,17801,0,0,0
Garon Grey,4016,0,0,0
Garon Hutchins,16252,0,0,0
Garona,6999,0,0,0
Garona,6999,0,0,0
Garona Halforcen,34613,0,0,0
Garona Halforcen,34613,0,0,0
Garona Halforcen,34613,0,0,0
Garona Halforcen,34613,0,0,0
Garr,37307,0,0,0
Garr,12110,0,0,0
Garr Salthoof,4648,0,0,0
Garren Darkwind,29966,0,0,0
Garrick Padfoot,2073,0,0,0
Garridel,16680,0,0,0
Garrod Pubhammer,32799,0,0,0
Garrosh,17452,0,0,0
Garrosh Hellscream,23006,0,0,0
Garrosh Hellscream,29592,0,0,0
Garrosh Hellscream,29859,0,0,0
Garrosh Hellscream,31428,0,0,0
Garrosh Hellscream,32907,0,0,0
Garrosh Hellscream,32907,0,0,0
Garrosh Hellscream,31428,0,0,0
Garrosh Hellscream,32904,0,0,0
Garrosh Hellscream,31428,0,0,0
Garrosh Hellscream,31428,0,0,0
Garrosh Hellscream,32904,0,0,0
Garrosh Hellscream,32907,0,0,0
Garrosh Hellscream [Orgrimmar],32905,0,0,0
Garrosh's Airship,11686,0,0,0
Garrosh's Buff Bots,17035,11686,0,0
Garryeth,2256,0,0,0
Gart Mistrunner,3819,0,0,0
Gart Mistrunner,15375,0,0,0
Gart Mistrunner,3819,0,0,0
Garul,18487,0,0,0
Garunda Mountainpeak,32489,0,0,0
Garwal,22233,0,0,0
Garwal - Worgen Transform,26791,0,0,0
Gary,26300,0,0,0
Gary Henton,33769,0,0,0
Garyanne Fleezlebop,35211,0,0,0
Garyl,3128,0,0,0
Gas Cloud,30707,0,0,0
Gas Cloud (1),30707,0,0,0
Gas Cloud (2),30707,0,0,0
Gas Cloud (3),30707,0,0,0
Gasbot,30702,0,0,0
Gasbot Gas Target,17200,0,0,0
Gash'nak the Cannibal,12249,0,0,0
Gash'nak the Cannibal (1),12249,0,0,0
Gash'nak the Cannibal (2),12249,0,0,0
Gash'nak the Cannibal (3),12249,0,0,0
Gasher,6698,0,0,0
Gasherikk,31574,0,0,0
Gaston,1715,0,0,0
Gatekeeper Kordurus,2432,0,0,0
Gatekeeper Melindra,27947,0,0,0
Gatekeeper Rageroar,1012,0,0,0
Gatewatcher Aendor,18189,0,0,0
Gatewatcher Gyro-Kill,18816,0,0,0
Gatewatcher Gyro-Kill (1),18816,0,0,0
Gatewatcher Iron-Hand,21191,0,0,0
Gatewatcher Iron-Hand (1),21191,0,0,0
Gath'Ilzogg,6050,0,0,0
Gathering Storms,31379,1126,0,0
Gathios the Shatterer,21416,0,0,0
Gaunt Mountain Lion,16244,0,0,0
Gauntlet Imp Trigger,16480,0,0,0
Gaur Icehorn,31418,0,0,0
Gautter,22544,0,0,0
Gava'xi,17191,0,0,0
Gavan Crunchore,35916,0,0,0
Gavan Grayfeather,31306,0,0,0
Gavan Grayfeather,31306,0,0,0
Gavin Gnarltree,4331,0,0,0
Gavin Ward,22514,0,0,0
Gavin's Naze Credit,17188,17188,0,0
Gavis Greyshield,4839,0,0,0
Gavran Goodspade,35213,0,0,0
Gavrock,23829,0,0,0
Gawanil,25484,0,0,0
Gaxim Rustfizzle,2180,0,0,0
Gazakroth,19618,0,0,0
Gazban,7210,0,0,0
Gazelle,1547,2238,2237,0
Gazin Tenorm,4887,0,0,0
Gazlowe,7052,0,0,0
Gazrix,7054,0,0,0
Gazrog,3846,0,0,0
Gazz the Loch-Hunter,3199,0,0,0
Gazz'uz,240,0,0,0
Gearcutter Cogspinner,3118,0,0,0
Geargrinder Gizmo,30219,0,0,0
Geargrinder Gizmo,30219,0,0,0
Geargrinder's Jumpbot,27703,0,0,0
Geargrinder's Jumpbot,27703,0,0,0
Gearmaster Mechazod,24127,0,0,0
Geba'li,24220,0,0,0
Gedrah,20228,0,0,0
Geen,23317,0,0,0
Geenia Sunshadow,11907,0,0,0
Geezle,16978,0,0,0
Geezle Spinspark,33475,0,0,0
Gef,14589,0,0,0
Geffon the Unruly,28203,0,0,0
Gehennas,37367,0,0,0
Gehennas,13030,0,0,0
Geirrvif,27074,0,0,0
Geist,36887,36502,36503,25399
Geist Ambusher,26577,0,0,0
Geist Ambusher (1),26577,0,0,0
Geist Toss,11686,22712,0,0
Gek Nozzlerocket,36238,0,0,0
Gelanthis,15504,0,0,0
Gelbin,32624,0,0,0
Gelgann Direforge,4315,0,0,0
Gelihast,1773,0,0,0
Gelk,9427,0,0,0
Gelkak Gyromast,5485,0,0,0
Gelkis Earthcaller,9424,0,0,0
Gelkis Marauder,9425,0,0,0
Gelkis Mauler,9426,0,0,0
Gelkis Outrunner,9420,0,0,0
Gelkis Rumbler,1068,0,0,0
Gelkis Scout,9421,0,0,0
Gelkis Stamper,9422,0,0,0
